Bin Id	Completeness	Contamination	Strain heterogeneity	# unique markers (of 43)	# multi-copy	Insertion branch UID	Taxonomy (contained)	Taxonomy (sister lineage)	GC	Genome size (Mbp)	Gene count	Coding density	Sample
SRR6744233_metabat_4	95.66	4.31	13.79	40	2	UID4989	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae	unresolved	39.398021497882795	1.9055830000000002	2072	0.9035208647432308	SRR6744233
SRR6744233_metabat_5	61.43	1.57	50.0	25	1	UID429	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	36.67439430323246	1.44503	1613	0.8877123658332353	SRR6744233
SRR6744234_metabat_1	80.46	2.19	13.64	41	1	UID5191	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	g__Escherichia;s__	50.66125157667223	3.786456	4253	0.8856360670769712	SRR6744234
SRR6744235_metabat_1	97.66	1.15	0.0	43	0	UID430	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	36.735173134758	1.848098	1942	0.8919343021852737	SRR6744235
SRR6744236_metabat_01	27.59	0.0	0.0	2	0	UID600	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	s__	39.266363851062415	0.436129	424	0.905809978240383	SRR6744236
SRR6744236_metabat_02	72.14	0.0	0.0	41	0	UID2644	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	s__Porphyromonas_sp._oral_taxon_279	56.7789674840175	1.604411	1229	0.8623482386994354	SRR6744236
SRR6744236_metabat_03	18.97	0.0	0.0	6	0	UID597	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	s__Streptococcus_mitis	40.62107933091279	0.330779	297	0.9035791268490442	SRR6744236
SRR6744236_metabat_04	10.76	0.0	0.0	27	0	UID625	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis	unresolved	41.11619676539207	0.202312	209	0.8973120724425641	SRR6744236
SRR6744236_metabat_05	10.34	0.0	0.0	1	0	UID613	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pneumoniae	unresolved	39.727085478887744	0.23304	219	0.8999270511500171	SRR6744236
SRR6744236_metabat_06	0.0	0.0	0.0	0	0			unresolved	37.79334412300223	0.23726399999999997	289	0.8790967024074449	SRR6744236
SRR6744236_metabat_07	15.52	0.0	0.0	5	0	UID613	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_pneumoniae	unresolved	40.09822242986496	0.539388	479	0.8981605078348054	SRR6744236
SRR6744236_metabat_08	6.9	0.0	0.0	2	0	UID628	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_mitis	unresolved	38.560619242218316	0.21264699999999997	208	0.8914680197698533	SRR6744236
SRR6744236_metabat_09	24.14	0.0	0.0	2	0	UID2644	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	s__Porphyromonas_sp._oral_taxon_279	53.55364278494095	0.485741	381	0.8669064377929802	SRR6744236
SRR6744236_metabat_10	94.39	0.57	0.0	41	0	UID292	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Gemella;g__Gemella;s__Gemella_haemolysans	unresolved	30.41356403458021	1.9220240000000002	1891	0.8695375291879809	SRR6744236
SRR6744236_metabat_11	93.8	1.3	33.33	32	0	UID3912	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	s__Neisseria_mucosa	49.49736940757398	1.939297	2048	0.8730545140842274	SRR6744236
SRR6744236_metabat_12	72.79	1.55	66.67	21	0	UID1629	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia_dentocariosa	unresolved	52.631796356655165	1.5251370000000002	1417	0.8570108783669926	SRR6744236
SRR6744236_metabat_13	41.38	0.0	0.0	2	0	UID591	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	s__	41.10012631382421	1.3711879999999999	1481	0.9068581405321516	SRR6744236
SRR6744236_metabat_14	4.17	0.0	0.0	0	0			unresolved	57.55069683079258	0.648364	608	0.8831227520343511	SRR6744236
SRR6744236_metabat_15	76.91	4.15	66.67	35	0	UID4989	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus_parainfluenzae	unresolved	39.514965529880755	1.451402	1734	0.9065351983806004	SRR6744236
SRR6744236_metabat_16	27.59	8.62	50.0	2	1	UID291	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Gemella;g__Gemella	s__Gemella_moribillum	31.030235561294923	1.12285	1428	0.8730133143340606	SRR6744236
SRR6744236_metabat_17	29.37	0.0	0.0	4	0	UID1627	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia_mucilaginosa	unresolved	60.91048783009552	1.121948	1121	0.8516241394431827	SRR6744236
SRR6744236_metabat_18	12.5	0.0	0.0	0	0			unresolved	40.95208070617907	0.323544	452	0.8799205054026655	SRR6744236
SRR6744236_metabat_19	11.21	0.0	0.0	2	0	UID359	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	s__Granulicatella_elegans	34.17712750578257	0.332032	431	0.8988440873168851	SRR6744236
SRR6744236_metabat_20	31.73	0.0	0.0	21	0	UID1567	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_naeslundii	unresolved	70.07340809366879	0.697607	785	0.8885905674685031	SRR6744236
SRR6744241_metabat_1	55.17	0.0	0.0	7	0	UID431	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	36.47759357048909	0.9229940000000001	951	0.8969104891256064	SRR6744241
SRR6744241_metabat_2	38.31	0.0	0.0	26	0	UID433	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	37.72182891165766	0.760496	781	0.8895326208158886	SRR6744241
SRR6744243_metabat_1	95.13	0.09	0.0	12	0	UID435	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	36.54995510586709	2.022536	2101	0.8869508379578905	SRR6744243
SRR6744249_metabat_1	76.21	0.0	0.0	43	0	UID1334	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	g__Shuttleworthia;s__Shuttleworthia_satelles	31.002655893419607	1.648033	1507	0.8921417228902576	SRR6744249
SRR6744249_metabat_2	99.03	1.5	0.0	43	0	UID387	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	s__	32.539145624583824	1.5032969999999999	1534	0.8939883469467443	SRR6744249
SRR6744249_metabat_3	92.55	282.5	47.8	15	9	UID1464	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	42.10180699236897	5.541583999999999	4841	0.8786258585992741	SRR6744249
SRR6744249_metabat_4	8.33	0.0	0.0	0	0			unresolved	42.11175960125688	0.319203	323	0.8900198306406895	SRR6744249
SRR6744251_metabat_1	77.84	0.47	75.0	38	1	UID430	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	36.856323337027334	1.599891	1943	0.8900768864878921	SRR6744251
SRR6744252_metabat_1	63.67	0.91	50.0	37	0	UID1465	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	44.91194351014269	0.909473	707	0.8676618217363242	SRR6744252
SRR6744252_metabat_2	20.69	0.0	0.0	1	0	UID1465	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	40.994259202033426	0.45951800000000004	388	0.8727449196767048	SRR6744252
SRR6744255_metabat_1	42.9	0.22	0.0	16	0	UID3728	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium	s__Bradyrhizobium_elkanii	64.9336908343962	2.83822	3517	0.8774178886767058	SRR6744255
SRR6744255_metabat_2	12.8	0.0	0.0	5	0	UID390	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.53987945506667	0.261977	366	0.8936776892627979	SRR6744255
SRR6744259_metabat_1	49.12	0.0	0.0	35	0	UID386	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.677568975640675	0.643778	623	0.8951626181696175	SRR6744259
SRR6744259_metabat_2	60.34	0.0	0.0	8	0	UID396	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.24382956916677	0.597122	565	0.922878406757748	SRR6744259
SRR6744263_metabat_1	70.69	0.0	0.0	8	0	UID387	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	s__	32.376297945178386	0.758314	720	0.9180220858377928	SRR6744263
SRR6744263_metabat_2	20.35	0.0	0.0	23	0	UID387	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.06299697596168	0.305221	302	0.8918783438885267	SRR6744263
SRR6744263_metabat_3	14.82	0.0	0.0	12	0	UID390	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.94494206386621	0.201515	199	0.864838845743493	SRR6744263
SRR6744263_metabat_4	91.08	20.44	11.36	36	5	UID431	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	36.41391700657918	2.239792	2548	0.8970341888889682	SRR6744263
SRR6744263_metabat_5	0.0	0.0	0.0	0	0			unresolved	44.39192578966525	0.20331400000000002	909	0.946781825157146	SRR6744263
SRR6744263_metabat_6	0.0	0.0	0.0	0	0			unresolved	33.19415139371359	0.202373	258	0.8900594446887677	SRR6744263
SRR6744266_metabat_01	44.83	0.0	0.0	3	0	UID1465	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	41.50224749497024	0.558177	434	0.8968624647737188	SRR6744266
SRR6744266_metabat_02	37.93	0.0	0.0	5	0	UID2140	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Olsenella;s__Atopobium_vaginae	g__Atopobium	42.274723474419076	0.378446	330	0.8825697721735729	SRR6744266
SRR6744266_metabat_03	64.52	0.0	0.0	37	0	UID2140	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Olsenella;s__Atopobium_vaginae	g__Atopobium	43.066094604860055	1.080769	898	0.8699768405644499	SRR6744266
SRR6744266_metabat_04	97.32	3.57	23.08	43	0	UID2728	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_timonensis	unresolved	41.83589063241953	2.75877	2378	0.859873784331423	SRR6744266
SRR6744266_metabat_05	97.63	0.42	0.0	43	0	UID2766	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	s__Prevotella_bergensis	48.984582183724505	2.520785	2171	0.8624436435475457	SRR6744266
SRR6744266_metabat_06	95.0	2.26	25.0	43	0	UID2727	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	s__Prevotella_buccalis	48.251460079990636	2.3902799999999997	2077	0.8614007563967402	SRR6744266
SRR6744266_metabat_07	34.95	0.45	0.0	14	0	UID1465	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	45.48106099385944	0.459079	343	0.8744311981162284	SRR6744266
SRR6744266_metabat_08	98.88	2.25	100.0	42	0	UID2332	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae	g__Streptobacillus;s__Streptobacillus_moniliformis	28.214650534583345	1.32159	1295	0.9368109625526828	SRR6744266
SRR6744266_metabat_09	70.71	0.0	0.0	9	0	UID1466	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	42.83780013600935	1.1469799999999999	875	0.8671642051299936	SRR6744266
SRR6744266_metabat_10	96.11	0.32	100.0	43	0	UID1065	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister	s__Dialister_invisus	39.07662173944584	1.461178	1433	0.8917222952987247	SRR6744266
SRR6744266_metabat_11	97.72	0.0	0.0	43	0	UID2632	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	s__Porphyromonas_asaccharolytica	53.02928236321805	2.001068	1631	0.8777802653383093	SRR6744266
SRR6744266_metabat_12	96.81	0.0	0.0	42	0	UID1083	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_genomosp.	unresolved	38.63528418030155	1.482228	1415	0.9009194267008854	SRR6744266
SRR6744266_metabat_13	94.83	3.77	40.0	36	2	UID1084	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_genomosp.	s__Megasphaera_genomosp._type_1	46.88617374000568	1.400046	1419	0.9057695247156164	SRR6744266
SRR6744266_metabat_14	86.34	2.31	33.33	15	1	UID1463	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella	s__Gardnerella_vaginalis	37.665014331678535	1.349807	1016	0.8688849591089689	SRR6744266
SRR6744266_metabat_15	93.95	0.0	0.0	41	0	UID2125	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae	g__Cryptobacterium;s__Cryptobacterium_curtum	50.45162386584974	1.424194	1192	0.8772000162899155	SRR6744266
SRR6744266_metabat_16	84.19	1.03	50.0	14	0	UID1472	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	41.09973462163479	1.3181180000000001	1055	0.8830757185623745	SRR6744266
SRR6744266_metabat_17	8.33	0.0	0.0	0	0			unresolved	39.39123780655419	0.269202	210	0.8821702661941591	SRR6744266
SRR6744266_metabat_18	83.44	0.71	50.0	41	0	UID1214	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	f__;g__;s__	42.65226028392848	1.279618	1127	0.9176332311674266	SRR6744266
SRR6744266_metabat_19	75.95	1.56	0.0	26	1	UID1214	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae_3;g__Clostridium_3	f__;g__;s__	45.08811727025688	1.318527	1303	0.9006694591767935	SRR6744266
SRR6744266_metabat_20	92.53	160.74	0.38	5	33	UID2420	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma	s__Mycoplasma_hominis	28.518741175961253	3.441593	4285	0.8877249575995767	SRR6744266
SRR6744266_metabat_21	36.76	0.0	0.0	27	0	UID1064	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Dialister	s__Dialister_microaerophilus	37.377812291126354	0.462301	530	0.9042766509265608	SRR6744266
SRR6744269_metabat_1	41.38	0.0	0.0	7	0	UID435	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	37.384772669426425	1.174743	1214	0.8944926677579692	SRR6744269
SRR6744269_metabat_2	36.21	0.0	0.0	5	0	UID435	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	35.310704003622995	0.556446	575	0.8902031823393465	SRR6744269
SRR6744269_metabat_3	8.33	0.0	0.0	0	0			unresolved	36.598013034273784	0.289084	303	0.8680106820162997	SRR6744269
SRR6744271_metabat_1	88.31	0.09	0.0	43	0	UID432	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	37.10616032596307	1.776643	1821	0.8905717130565904	SRR6744271
SRR6744271_metabat_2	8.33	0.0	0.0	0	0			unresolved	34.88110444705743	0.354639	356	0.8742157517926681	SRR6744271
SRR6744272_metabat_1	47.37	0.0	0.0	6	0	UID1334	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	g__Shuttleworthia;s__Shuttleworthia_satelles	30.31953899700107	0.365464	334	0.916005406825296	SRR6744272
SRR6744272_metabat_2	46.58	0.0	0.0	38	0	UID1466	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	43.166983840811966	0.7188479999999999	572	0.8738954549501424	SRR6744272
SRR6744272_metabat_3	47.71	0.0	0.0	37	0	UID1334	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	unresolved	31.546441513093733	1.114617	992	0.8872868438216894	SRR6744272
SRR6744272_metabat_4	28.57	0.0	0.0	1	0	UID1466	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	39.49669008034767	0.39578	310	0.8834301884885543	SRR6744272
SRR6744272_metabat_5	25.0	0.0	0.0	3	0	UID1466	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	42.350437626238325	0.41588	304	0.8847864768683275	SRR6744272
SRR6744272_metabat_6	85.49	2.04	14.29	40	1	UID1084	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera_genomosp.	s__Megasphaera_genomosp._type_1	47.244465454662	1.24807	1372	0.9095371253214964	SRR6744272
SRR6744273_metabat_1	52.74	9.01	15.0	30	3	UID428	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_helveticus	unresolved	36.04407743664231	1.2419959999999999	1635	0.8911196171324224	SRR6744273
SRR6744280_metabat_1	93.23	1.45	0.0	42	0	UID384	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.484561015027666	1.131713	1219	0.9090105000119288	SRR6744280
SRR6744281_metabat_1	60.34	0.0	0.0	7	0	UID431	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	36.10521368186906	1.065907	1113	0.8928292993666427	SRR6744281
SRR6744281_metabat_2	32.24	1.3	0.0	26	0	UID431	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	37.42111599970677	0.804821	840	0.8824434253082363	SRR6744281
SRR6744281_metabat_3	92.42	1.65	0.0	42	0	UID387	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	s__	32.29237775035111	1.17485	1225	0.9064033706430608	SRR6744281
SRR6744283_metabat_1	65.78	0.15	0.0	13	1	UID390	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.01487918104988	0.8401	978	0.9044899416736104	SRR6744283
SRR6744284_metabat_1	98.81	0.09	0.0	43	0	UID431	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	36.77198187316718	2.0722869999999998	2190	0.8903197288792527	SRR6744284
SRR6744286_metabat_1	97.27	0.0	0.0	42	0	UID1471	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	42.26033628543558	1.400358	1080	0.8815724264795145	SRR6744286
SRR6744286_metabat_2	100.0	0.0	0.0	42	0	UID2140	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Olsenella;s__Atopobium_vaginae	g__Atopobium	42.618218790352906	1.496949	1235	0.8750765724149587	SRR6744286
SRR6744287_metabat_1	29.87	0.44	0.0	34	0	UID386	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	33.113898232849806	0.394194	365	0.8925808104638833	SRR6744287
SRR6744287_metabat_2	53.45	0.0	0.0	7	0	UID382	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	31.967632313187774	0.5064310000000001	465	0.9325653445385452	SRR6744287
SRR6744287_metabat_3	6.9	0.0	0.0	2	0	UID390	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	31.783699414908924	0.229366	219	0.8750119895712529	SRR6744287
SRR6744292_metabat_1	36.77	0.0	0.0	24	0	UID387	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.37725536341621	0.469104	581	0.9082634128039838	SRR6744292
SRR6744293_metabat_1	56.19	0.44	0.0	36	0	UID387	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.664003242429516	0.69084	655	0.8981804759423311	SRR6744293
SRR6744293_metabat_2	53.45	0.0	0.0	7	0	UID387	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	s__	32.21178406457199	0.5578890000000001	544	0.9130221244727894	SRR6744293
SRR6744294_metabat_1	29.68	0.0	0.0	25	0	UID1466	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	42.27711749167054	0.48682600000000004	406	0.8722459359196099	SRR6744294
SRR6744294_metabat_2	32.14	0.0	0.0	1	0	UID1466	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	39.96502786533954	0.507261	426	0.8791568837344089	SRR6744294
SRR6744294_metabat_3	40.41	0.15	100.0	16	0	UID1466	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	43.81852878074025	0.5565180000000001	388	0.8826830399016743	SRR6744294
SRR6744294_metabat_4	65.56	0.0	0.0	16	0	UID395	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.29290064892179	0.763112	704	0.92374906959922	SRR6744294
SRR6744294_metabat_5	24.56	0.0	0.0	27	0	UID387	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_iners	unresolved	32.13214109779218	0.334945	333	0.8922778366597501	SRR6744294
SRR6744294_metabat_6	62.41	23.28	75.0	7	1	UID1472	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	39.95382853597222	1.534281	1271	0.8857451796639598	SRR6744294
SRR6744294_metabat_7	25.0	0.0	0.0	8	0	UID1471	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella;s__Gardnerella_vaginalis	unresolved	43.595225119812795	0.499112	434	0.8784180704931959	SRR6744294
SRR6744294_metabat_8	76.3	0.27	0.0	17	0	UID2140	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae;g__Olsenella;s__Atopobium_vaginae	g__Atopobium	43.07118127657354	1.073906	1103	0.8791970619402443	SRR6744294
SRR6744296_metabat_1	4.17	0.0	0.0	0	0			unresolved	37.393051461422274	0.340935	474	0.8975053895903912	SRR6744296
SRR6744300_metabat_1	62.07	0.0	0.0	7	0	UID435	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	36.40745746394386	1.350325	1405	0.8951896765593468	SRR6744300
SRR6744300_metabat_2	32.1	0.0	0.0	36	0	UID435	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_crispatus	unresolved	37.349009368120605	0.7199949999999999	739	0.87813248703116	SRR6744300
